time_s,event_type,profile_idx,download_ms,throughput_bps,buffer_s,description
1864.445,download,0,2020.25,226126,145.64,Profile 235 kbps
1866.192,download,0,1747.00,296856,145.89,Profile 235 kbps
1868.221,download,0,2028.40,247016,145.86,Profile 235 kbps
1869.912,download,0,1691.18,276015,146.17,Profile 235 kbps
1871.662,download,0,1749.80,241029,146.42,Profile 235 kbps
1873.485,download,0,1823.06,291558,146.60,Profile 235 kbps
1875.257,download,0,1772.46,279869,146.83,Profile 235 kbps
1877.043,download,0,1785.85,216260,147.04,Profile 235 kbps
1878.854,download,0,1811.34,286598,147.23,Profile 235 kbps
1880.797,download,0,1942.91,241378,147.29,Profile 235 kbps
1882.600,download,0,1802.81,222626,147.48,Profile 235 kbps
1884.358,download,0,1757.86,278967,147.73,Profile 235 kbps
1886.254,download,0,1895.92,240394,147.83,Profile 235 kbps
1888.138,download,0,1884.59,293802,147.94,Profile 235 kbps
1889.932,download,0,1793.26,240724,148.15,Profile 235 kbps
1891.805,download,0,1873.41,192757,148.28,Profile 235 kbps
1893.730,download,0,1925.24,257689,148.35,Profile 235 kbps
1895.418,download,0,1688.10,289964,148.66,Profile 235 kbps
1897.535,download,0,2117.18,196204,148.55,Profile 235 kbps
1899.462,download,0,1926.13,226498,148.62,Profile 235 kbps
1901.357,download,0,1895.85,200197,148.73,Profile 235 kbps
1903.235,download,0,1877.94,225034,148.85,Profile 235 kbps
1905.070,download,0,1834.38,299559,149.01,Profile 235 kbps
1906.973,download,0,1903.27,205671,149.11,Profile 235 kbps
1908.936,download,0,1963.32,204946,149.15,Profile 235 kbps
1910.706,download,0,1769.63,304028,149.38,Profile 235 kbps
1912.582,download,0,1875.71,287720,149.50,Profile 235 kbps
1914.615,download,0,2032.84,236669,149.47,Profile 235 kbps
1916.501,download,0,1886.50,273981,149.58,Profile 235 kbps
1918.191,download,0,1689.68,256437,149.89,Profile 235 kbps
1920.072,download,0,1880.82,287096,150.01,Profile 235 kbps
1921.955,download,0,1883.91,246882,150.13,Profile 235 kbps
1923.811,download,0,1855.62,211880,150.27,Profile 235 kbps
1925.703,download,0,1892.37,239721,150.38,Profile 235 kbps
1927.815,download,0,2111.74,219061,150.27,Profile 235 kbps
1929.656,download,0,1840.52,229621,150.43,Profile 235 kbps
1931.496,download,0,1840.01,248038,150.59,Profile 235 kbps
1933.338,download,0,1842.36,262815,150.75,Profile 235 kbps
1935.108,download,0,1770.10,311807,150.98,Profile 235 kbps
1936.857,download,0,1748.40,257923,151.23,Profile 235 kbps
1938.580,download,0,1723.31,279039,151.50,Profile 235 kbps
1940.657,download,0,2077.57,256658,151.43,Profile 235 kbps
1942.515,download,0,1857.50,214521,151.57,Profile 235 kbps
1944.369,download,0,1854.36,224229,151.71,Profile 235 kbps
1946.465,download,0,2095.52,202856,151.62,Profile 235 kbps
1948.347,download,0,1882.38,232803,151.74,Profile 235 kbps
1950.196,download,0,1849.14,211860,151.89,Profile 235 kbps
1952.136,download,0,1939.96,251532,151.95,Profile 235 kbps
1953.888,download,0,1751.50,215139,152.20,Profile 235 kbps
1955.810,download,0,1921.93,257520,152.27,Profile 235 kbps
1957.918,download,0,2108.12,192657,152.17,Profile 235 kbps
1959.927,download,0,2009.30,236321,152.16,Profile 235 kbps
1961.981,download,0,2053.85,210559,152.10,Profile 235 kbps
1963.962,download,0,1980.58,248675,152.12,Profile 235 kbps
1965.771,download,0,1809.07,209810,152.31,Profile 235 kbps
1967.677,download,0,1906.72,208257,152.41,Profile 235 kbps
1969.425,download,0,1747.83,251091,152.66,Profile 235 kbps
1971.274,download,0,1848.94,315412,152.81,Profile 235 kbps
1973.009,download,0,1734.79,263626,153.07,Profile 235 kbps
1974.742,download,0,1732.89,258823,153.34,Profile 235 kbps
1976.631,download,0,1888.87,235879,153.45,Profile 235 kbps
1978.355,download,0,1723.86,285555,153.73,Profile 235 kbps
1980.180,download,0,1825.62,264874,153.90,Profile 235 kbps
1981.950,download,0,1769.89,286871,154.13,Profile 235 kbps
1983.740,download,0,1790.16,246592,154.34,Profile 235 kbps
1985.652,download,0,1911.49,225349,154.43,Profile 235 kbps
1987.560,download,0,1908.71,232933,154.52,Profile 235 kbps
1989.371,download,0,1810.54,270001,154.71,Profile 235 kbps
1991.364,download,0,1993.21,261520,154.72,Profile 235 kbps
1993.215,download,0,1851.29,223027,154.87,Profile 235 kbps
1995.259,download,0,2043.41,207010,154.82,Profile 235 kbps
1997.147,download,0,1888.46,236497,154.94,Profile 235 kbps
1999.059,download,0,1911.20,279339,155.02,Profile 235 kbps
2000.746,download,0,1687.70,259918,155.34,Profile 235 kbps
2002.697,download,0,1951.24,273829,155.39,Profile 235 kbps
2004.835,download,0,2137.50,201877,155.25,Profile 235 kbps
2006.713,download,0,1877.64,249440,155.37,Profile 235 kbps
2008.557,download,0,1844.38,265785,155.53,Profile 235 kbps
2010.456,download,0,1899.38,283313,155.63,Profile 235 kbps
2012.220,download,0,1763.53,258650,155.86,Profile 235 kbps
2014.036,download,0,1816.48,277191,156.05,Profile 235 kbps
2015.658,download,0,1621.35,273540,156.43,Profile 235 kbps
2017.455,download,0,1796.99,263512,156.63,Profile 235 kbps
2019.055,download,0,1600.03,248665,157.03,Profile 235 kbps
2020.793,download,0,1738.38,289939,157.29,Profile 235 kbps
2022.801,download,0,2007.60,232652,157.28,Profile 235 kbps
2024.611,download,0,1810.32,278948,157.47,Profile 235 kbps
2026.416,download,0,1805.32,275165,157.67,Profile 235 kbps
2028.307,download,0,1890.29,253337,157.78,Profile 235 kbps
2030.194,download,0,1886.84,243442,157.89,Profile 235 kbps
2031.956,download,0,1762.14,275110,158.13,Profile 235 kbps
2033.889,download,0,1933.68,264739,158.19,Profile 235 kbps
2035.599,download,0,1710.03,220801,158.48,Profile 235 kbps
2037.383,download,0,1783.60,297169,158.70,Profile 235 kbps
2039.442,download,0,2059.06,235094,158.64,Profile 235 kbps
2041.310,download,0,1868.41,258641,158.77,Profile 235 kbps
2043.086,download,0,1775.86,250857,159.00,Profile 235 kbps
2045.080,download,0,1993.63,247392,159.00,Profile 235 kbps
2046.852,download,0,1772.14,297706,159.23,Profile 235 kbps
2048.714,download,0,1861.63,265316,159.37,Profile 235 kbps
2050.568,download,0,1854.49,281724,159.52,Profile 235 kbps
2052.418,download,0,1850.16,246846,159.66,Profile 235 kbps
2054.458,download,0,2039.82,187221,159.63,Profile 235 kbps
2056.190,download,0,1732.18,293194,159.89,Profile 235 kbps
2058.011,download,0,1820.26,210673,160.07,Profile 235 kbps
2059.860,download,0,1849.05,266304,160.22,Profile 235 kbps
2061.856,download,0,1996.49,247350,160.23,Profile 235 kbps
2063.691,download,0,1834.72,292243,160.39,Profile 235 kbps
2065.529,download,0,1837.82,294418,160.55,Profile 235 kbps
2067.438,download,0,1908.93,199299,160.65,Profile 235 kbps
2069.500,download,0,2061.95,218958,160.58,Profile 235 kbps
2071.306,download,0,1806.38,254418,160.78,Profile 235 kbps
2073.017,download,0,1711.50,335164,161.07,Profile 235 kbps
2075.013,download,0,1995.44,221942,161.07,Profile 235 kbps
2077.049,download,0,2035.97,225324,161.03,Profile 235 kbps
2078.958,download,0,1908.79,218652,161.13,Profile 235 kbps
2080.749,download,0,1791.84,206514,161.33,Profile 235 kbps
2082.695,download,0,1945.51,232239,161.39,Profile 235 kbps
2084.684,download,0,1988.54,252350,161.40,Profile 235 kbps
2086.734,download,0,2050.67,246034,161.35,Profile 235 kbps
2088.532,download,0,1797.89,315107,161.55,Profile 235 kbps
2090.365,download,0,1833.32,246181,161.72,Profile 235 kbps
2092.322,download,0,1956.52,269462,161.76,Profile 235 kbps
2094.221,download,0,1899.27,251882,161.86,Profile 235 kbps
2096.005,download,0,1784.30,231768,162.08,Profile 235 kbps
2097.868,download,0,1862.69,226382,162.22,Profile 235 kbps
2099.742,download,0,1874.20,238177,162.34,Profile 235 kbps
2101.596,download,0,1853.66,222599,162.49,Profile 235 kbps
2103.422,download,0,1826.07,270040,162.66,Profile 235 kbps
2105.380,download,0,1957.85,256911,162.70,Profile 235 kbps
2107.294,download,0,1914.12,281993,162.79,Profile 235 kbps
2109.121,download,0,1826.75,263139,162.96,Profile 235 kbps
2110.842,download,0,1721.48,256375,163.24,Profile 235 kbps
2112.708,download,0,1866.00,246357,163.37,Profile 235 kbps
2114.476,download,0,1768.12,247820,163.61,Profile 235 kbps
2116.106,download,0,1629.25,266600,163.98,Profile 235 kbps
2117.961,download,0,1854.81,258696,164.12,Profile 235 kbps
2119.691,download,0,1730.65,263064,164.39,Profile 235 kbps
2121.531,download,0,1840.26,236580,164.55,Profile 235 kbps
2123.344,download,0,1813.07,186645,164.74,Profile 235 kbps
2125.355,download,0,2010.46,252229,164.73,Profile 235 kbps
2127.276,download,0,1921.27,253554,164.81,Profile 235 kbps
2129.062,download,0,1786.00,287740,165.02,Profile 235 kbps
2130.875,download,0,1813.14,276365,165.21,Profile 235 kbps
2132.725,download,0,1849.32,244414,165.36,Profile 235 kbps
2134.541,download,0,1816.01,257786,165.54,Profile 235 kbps
2136.222,download,0,1681.52,310647,165.86,Profile 235 kbps
2138.001,download,0,1779.19,230330,166.08,Profile 235 kbps
2139.887,download,0,1885.47,219842,166.20,Profile 235 kbps
2141.568,download,0,1680.93,322469,166.52,Profile 235 kbps
2143.544,download,0,1975.78,218008,166.54,Profile 235 kbps
2145.328,download,0,1784.48,206299,166.76,Profile 235 kbps
2147.162,download,0,1833.85,252414,166.92,Profile 235 kbps
2148.789,download,0,1627.60,314427,167.29,Profile 235 kbps
2150.528,download,0,1738.78,279097,167.55,Profile 235 kbps
2152.328,download,0,1799.85,274418,167.76,Profile 235 kbps
2154.234,download,0,1905.76,297457,167.85,Profile 235 kbps
2156.173,download,0,1938.85,233301,167.91,Profile 235 kbps
2158.104,download,0,1931.48,282676,167.98,Profile 235 kbps
2159.936,download,0,1831.49,275229,168.15,Profile 235 kbps
2161.610,download,0,1674.09,304299,168.47,Profile 235 kbps
2163.320,download,0,1710.57,254474,168.76,Profile 235 kbps
2165.497,download,0,2176.50,220074,168.59,Profile 235 kbps
2167.239,download,0,1742.23,256288,168.84,Profile 235 kbps
2169.048,download,0,1809.29,251662,169.03,Profile 235 kbps
2170.939,download,0,1890.83,283047,169.14,Profile 235 kbps
2172.875,download,0,1936.22,215818,169.21,Profile 235 kbps
2174.897,download,0,2021.08,233187,169.19,Profile 235 kbps
2176.539,download,0,1642.35,302806,169.54,Profile 235 kbps
2178.547,download,0,2007.94,272530,169.54,Profile 235 kbps
2180.406,download,0,1858.72,259228,169.68,Profile 235 kbps
2182.417,download,0,2011.58,188763,169.67,Profile 235 kbps
2184.183,download,0,1766.00,248068,169.90,Profile 235 kbps
2186.138,download,0,1955.37,233073,169.94,Profile 235 kbps
2187.855,download,0,1716.32,263708,170.23,Profile 235 kbps
2189.842,download,0,1987.11,242140,170.24,Profile 235 kbps
2191.914,download,0,2072.06,195539,170.17,Profile 235 kbps
2193.691,download,0,1776.93,245578,170.39,Profile 235 kbps
2195.464,download,0,1772.83,248317,170.62,Profile 235 kbps
2197.367,download,0,1903.37,275293,170.72,Profile 235 kbps
2199.337,download,0,1969.70,278609,170.75,Profile 235 kbps
2201.269,download,0,1932.37,241755,170.81,Profile 235 kbps
2203.034,download,0,1765.20,305874,171.05,Profile 235 kbps
2204.987,download,0,1952.53,243135,171.10,Profile 235 kbps
2206.711,download,0,1724.08,227558,171.37,Profile 235 kbps
2208.506,download,0,1795.15,215488,171.58,Profile 235 kbps
2210.452,download,0,1945.82,246432,171.63,Profile 235 kbps
2212.385,download,0,1932.77,294640,171.70,Profile 235 kbps
2214.258,download,0,1873.75,255697,171.82,Profile 235 kbps
2216.154,download,0,1895.82,236120,171.93,Profile 235 kbps
2218.100,download,0,1945.70,215589,171.98,Profile 235 kbps
2219.832,download,0,1731.82,230117,172.25,Profile 235 kbps
2221.682,download,0,1849.78,267768,172.40,Profile 235 kbps
2223.371,download,0,1689.70,295361,172.71,Profile 235 kbps
2225.385,download,0,2014.21,261061,172.70,Profile 235 kbps
2227.136,download,0,1750.47,256128,172.95,Profile 235 kbps
2229.031,download,0,1894.60,266994,173.05,Profile 235 kbps
2230.795,download,0,1764.17,277003,173.29,Profile 235 kbps
2232.515,download,0,1720.03,317705,173.57,Profile 235 kbps
2234.514,download,0,1999.45,254142,173.57,Profile 235 kbps
2236.341,download,0,1827.20,261900,173.74,Profile 235 kbps
2238.154,download,0,1812.97,249408,173.93,Profile 235 kbps
2239.880,download,0,1725.22,262005,174.20,Profile 235 kbps
2241.878,download,0,1998.55,203508,174.21,Profile 235 kbps
2244.066,download,0,2187.83,215527,174.02,Profile 235 kbps
2245.869,download,0,1803.11,256002,174.21,Profile 235 kbps
2247.969,download,0,2099.57,273976,174.11,Profile 235 kbps
2249.718,download,0,1749.66,282812,174.36,Profile 235 kbps
2251.648,download,0,1929.60,271973,174.44,Profile 235 kbps
2253.483,download,0,1835.59,245445,174.60,Profile 235 kbps
2255.379,download,0,1895.90,248941,174.70,Profile 235 kbps
2257.308,download,0,1928.97,246810,174.77,Profile 235 kbps
2259.000,download,0,1691.32,252938,175.08,Profile 235 kbps
2261.007,download,0,2006.90,195553,175.08,Profile 235 kbps
2262.915,download,0,1908.50,224461,175.17,Profile 235 kbps
2264.731,download,0,1815.69,267077,175.35,Profile 235 kbps
2266.629,download,0,1898.56,262460,175.45,Profile 235 kbps
2268.434,download,0,1804.86,264898,175.65,Profile 235 kbps
2270.283,download,0,1849.01,275326,175.80,Profile 235 kbps
2272.044,download,0,1760.57,267422,176.04,Profile 235 kbps
2273.853,download,0,1809.29,233395,176.23,Profile 235 kbps
2275.552,download,0,1698.77,309212,176.53,Profile 235 kbps
2277.275,download,0,1722.72,250367,176.81,Profile 235 kbps
2279.064,download,0,1789.92,253030,177.02,Profile 235 kbps
2280.987,download,0,1922.68,256799,177.10,Profile 235 kbps
2283.019,download,0,2031.68,245842,177.06,Profile 235 kbps
2285.074,download,0,2055.27,229198,177.01,Profile 235 kbps
2286.892,download,0,1817.76,216623,177.19,Profile 235 kbps
2288.754,download,0,1862.33,233346,177.33,Profile 235 kbps
2290.571,download,0,1816.91,280552,177.51,Profile 235 kbps
2292.325,download,0,1754.38,279447,177.76,Profile 235 kbps
2294.085,download,0,1759.77,274796,178.00,Profile 235 kbps
2295.850,download,0,1764.27,288387,178.23,Profile 235 kbps
2297.645,download,0,1795.64,231214,178.44,Profile 235 kbps
2299.508,download,0,1863.03,261281,178.58,Profile 235 kbps
2301.492,download,0,1984.23,247637,178.59,Profile 235 kbps
2303.229,download,0,1736.47,248130,178.85,Profile 235 kbps
2304.959,download,0,1729.96,260676,179.12,Profile 235 kbps
2306.791,download,0,1832.28,199878,179.29,Profile 235 kbps
2308.526,download,0,1735.20,277543,179.56,Profile 235 kbps
2310.359,download,0,1833.04,301444,179.72,Profile 235 kbps
2312.151,download,0,1791.57,223254,179.93,Profile 235 kbps
2313.877,download,0,1725.75,245561,180.21,Profile 235 kbps
2315.819,download,0,1942.56,226118,180.26,Profile 235 kbps
2317.683,download,0,1863.83,251623,180.40,Profile 235 kbps
2319.271,download,0,1588.37,311751,180.81,Profile 235 kbps
2320.921,download,0,1649.43,250394,181.16,Profile 235 kbps
2322.662,download,0,1741.05,252284,181.42,Profile 235 kbps
2324.411,download,0,1749.48,267961,181.67,Profile 235 kbps
2326.263,download,0,1851.75,245666,181.82,Profile 235 kbps
2328.063,download,0,1799.81,294982,182.02,Profile 235 kbps
2329.823,download,0,1760.07,300742,182.26,Profile 235 kbps
2331.617,download,0,1793.90,226010,182.47,Profile 235 kbps
2333.589,download,0,1971.98,257342,182.49,Profile 235 kbps
2335.491,download,0,1901.60,233198,182.59,Profile 235 kbps
2337.397,download,0,1906.29,238435,182.69,Profile 235 kbps
2339.153,download,0,1756.35,251399,182.93,Profile 235 kbps
2341.064,download,0,1910.94,229303,183.02,Profile 235 kbps
2342.890,download,0,1825.47,231699,183.19,Profile 235 kbps
2344.788,download,0,1898.42,249749,183.30,Profile 235 kbps
2346.646,download,0,1858.27,257207,183.44,Profile 235 kbps
2348.644,download,0,1997.45,193435,183.44,Profile 235 kbps
2350.431,download,0,1787.09,215877,183.65,Profile 235 kbps
2352.136,download,0,1705.23,251509,183.95,Profile 235 kbps
2353.989,download,0,1852.95,281639,184.09,Profile 235 kbps
2355.812,download,0,1822.54,229688,184.27,Profile 235 kbps
2357.789,download,0,1977.88,226808,184.29,Profile 235 kbps
2359.837,download,0,2047.42,214396,184.25,Profile 235 kbps
2361.785,download,0,1947.84,243227,184.30,Profile 235 kbps
2363.656,download,0,1871.38,235368,184.43,Profile 235 kbps
2365.396,download,0,1740.05,274516,184.69,Profile 235 kbps
2367.454,download,0,2058.23,262602,184.63,Profile 235 kbps
2369.260,download,0,1805.69,280384,184.82,Profile 235 kbps
2371.207,download,0,1946.68,256337,184.88,Profile 235 kbps
2372.885,download,0,1678.02,307910,185.20,Profile 235 kbps
2374.889,download,0,2004.03,212324,185.19,Profile 235 kbps
2376.643,download,0,1753.99,195746,185.44,Profile 235 kbps
2378.525,download,0,1882.68,249861,185.56,Profile 235 kbps
2380.369,download,0,1843.82,264191,185.71,Profile 235 kbps
2382.491,download,0,2121.62,215945,185.59,Profile 235 kbps
2384.254,download,0,1762.81,252788,185.83,Profile 235 kbps
2386.235,download,0,1981.61,237269,185.85,Profile 235 kbps
2388.117,download,0,1882.14,252857,185.97,Profile 235 kbps
2390.048,download,0,1930.22,231153,186.04,Profile 235 kbps
2391.941,download,0,1893.16,240787,186.14,Profile 235 kbps
2393.797,download,0,1856.20,242733,186.29,Profile 235 kbps
2395.625,download,0,1828.48,275552,186.46,Profile 235 kbps
2397.513,download,0,1887.32,191726,186.57,Profile 235 kbps
2399.444,download,0,1931.08,231684,186.64,Profile 235 kbps
2401.113,download,0,1668.83,292338,186.97,Profile 235 kbps
2402.924,download,0,1811.51,215365,187.16,Profile 235 kbps
2404.910,download,0,1985.69,235062,187.17,Profile 235 kbps
2406.933,download,0,2023.06,210774,187.15,Profile 235 kbps
2408.701,download,0,1768.49,271368,187.38,Profile 235 kbps
2410.500,download,0,1799.04,232030,187.58,Profile 235 kbps
2412.441,download,0,1940.22,237854,187.64,Profile 235 kbps
2414.326,download,0,1885.31,283769,187.76,Profile 235 kbps
2416.101,download,0,1774.72,291769,187.98,Profile 235 kbps
2417.962,download,0,1861.72,284464,188.12,Profile 235 kbps
2419.922,download,0,1959.48,257044,188.16,Profile 235 kbps
2421.708,download,0,1786.30,263225,188.38,Profile 235 kbps
2423.579,download,0,1870.89,282684,188.50,Profile 235 kbps
2425.527,download,0,1947.90,251093,188.56,Profile 235 kbps
2427.391,download,0,1864.47,256185,188.69,Profile 235 kbps
2429.037,download,0,1645.37,308644,189.05,Profile 235 kbps
2430.894,download,0,1857.01,244217,189.19,Profile 235 kbps
2432.784,download,0,1890.56,243454,189.30,Profile 235 kbps
2434.679,download,0,1894.66,235357,189.40,Profile 235 kbps
2436.409,download,0,1730.37,268932,189.67,Profile 235 kbps
2438.348,download,0,1938.08,240845,189.74,Profile 235 kbps
2439.940,download,0,1592.95,303743,190.14,Profile 235 kbps
2441.643,download,0,1702.24,295196,190.44,Profile 235 kbps
2443.675,download,0,2032.69,210350,190.41,Profile 235 kbps
2445.464,download,0,1788.82,319786,190.62,Profile 235 kbps
2447.166,download,0,1702.11,258714,190.92,Profile 235 kbps
2449.159,download,0,1992.65,253836,190.92,Profile 235 kbps
2451.016,download,0,1856.58,286058,191.07,Profile 235 kbps
2452.757,download,0,1741.17,231784,191.33,Profile 235 kbps
2454.414,download,0,1657.71,302963,191.67,Profile 235 kbps
2456.230,download,0,1815.85,257827,191.85,Profile 235 kbps
2458.043,download,0,1812.71,269590,192.04,Profile 235 kbps
2460.089,download,0,2046.25,233645,191.99,Profile 235 kbps
2462.214,download,0,2125.00,146086,191.87,Profile 235 kbps
2464.208,download,0,1994.21,228670,191.87,Profile 235 kbps
2466.074,download,0,1865.36,261959,192.01,Profile 235 kbps
2467.859,download,0,1785.06,269369,192.22,Profile 235 kbps
2469.725,download,0,1865.98,267042,192.36,Profile 235 kbps
2471.701,download,0,1975.78,257199,192.38,Profile 235 kbps
2473.476,download,0,1775.14,236452,192.61,Profile 235 kbps
2475.389,download,0,1912.81,258041,192.69,Profile 235 kbps
2477.179,download,0,1790.76,294726,192.90,Profile 235 kbps
2479.048,download,0,1868.42,245427,193.04,Profile 235 kbps
2480.921,download,0,1872.99,245832,193.16,Profile 235 kbps
2482.670,download,0,1749.62,242384,193.41,Profile 235 kbps
2484.505,download,0,1834.73,255937,193.58,Profile 235 kbps
2486.267,download,0,1761.98,243567,193.82,Profile 235 kbps
2488.094,download,0,1827.01,268206,193.99,Profile 235 kbps
2489.884,download,0,1789.41,275228,194.20,Profile 235 kbps
2491.936,download,0,2052.55,231045,194.15,Profile 235 kbps
2493.730,download,0,1793.58,270511,194.35,Profile 235 kbps
2495.683,download,0,1952.88,198046,194.40,Profile 235 kbps
2497.482,download,0,1799.82,319979,194.60,Profile 235 kbps
2499.377,download,0,1894.89,243168,194.71,Profile 235 kbps
2501.244,download,0,1866.45,263941,194.84,Profile 235 kbps
2503.055,download,0,1811.56,238234,195.03,Profile 235 kbps
2504.887,download,0,1831.69,238857,195.20,Profile 235 kbps
2506.756,download,0,1868.75,239356,195.33,Profile 235 kbps
2508.530,download,0,1773.97,260789,195.55,Profile 235 kbps
2510.322,download,0,1792.58,268466,195.76,Profile 235 kbps
2512.199,download,0,1876.42,254447,195.88,Profile 235 kbps
2514.043,download,0,1844.51,257603,196.04,Profile 235 kbps
2516.002,download,0,1958.34,252001,196.08,Profile 235 kbps
2517.662,download,0,1660.18,237704,196.42,Profile 235 kbps
2519.638,download,0,1976.38,195181,196.45,Profile 235 kbps
2521.703,download,0,2064.71,194452,196.38,Profile 235 kbps
2523.746,download,0,2043.27,237039,196.34,Profile 235 kbps
2525.599,download,0,1852.95,242351,196.48,Profile 235 kbps
2527.579,download,0,1979.92,235407,196.50,Profile 235 kbps
2529.492,download,0,1913.31,282542,196.59,Profile 235 kbps
2531.481,download,0,1989.16,249769,196.60,Profile 235 kbps
2533.396,download,0,1914.14,261030,196.69,Profile 235 kbps
2535.378,download,0,1982.46,235215,196.71,Profile 235 kbps
2537.272,download,0,1893.99,242261,196.81,Profile 235 kbps
2539.197,download,0,1924.99,258599,196.89,Profile 235 kbps
2541.201,download,0,2004.16,277898,196.88,Profile 235 kbps
2543.113,download,0,1911.58,208741,196.97,Profile 235 kbps
2544.965,download,0,1852.73,263861,197.12,Profile 235 kbps
2546.895,download,0,1929.47,229049,197.19,Profile 235 kbps
2548.814,download,0,1919.21,249995,197.27,Profile 235 kbps
2550.916,download,0,2101.39,202963,197.17,Profile 235 kbps
2552.883,download,0,1967.15,207187,197.20,Profile 235 kbps
2554.801,download,0,1918.63,258764,197.28,Profile 235 kbps
2556.589,download,0,1787.20,255340,197.49,Profile 235 kbps
2558.472,download,0,1883.12,273614,197.61,Profile 235 kbps
2560.419,download,0,1947.81,228076,197.66,Profile 235 kbps
2562.285,download,0,1865.90,259829,197.80,Profile 235 kbps
2563.895,download,0,1609.75,292686,198.19,Profile 235 kbps
2565.652,download,0,1757.04,224668,198.43,Profile 235 kbps
2567.596,download,0,1943.52,245184,198.49,Profile 235 kbps
2569.349,download,0,1752.91,272561,198.73,Profile 235 kbps
2571.053,download,0,1704.74,293972,199.03,Profile 235 kbps
2572.810,download,0,1756.83,268780,199.27,Profile 235 kbps
2574.496,download,0,1685.41,284759,199.59,Profile 235 kbps
2576.468,download,0,1971.99,229677,199.62,Profile 235 kbps
2578.383,download,0,1915.50,269126,199.70,Profile 235 kbps
2580.186,download,0,1802.70,268021,199.90,Profile 235 kbps
2582.041,download,0,1855.18,234491,200.04,Profile 235 kbps
2583.620,download,0,1579.26,238922,200.46,Profile 235 kbps
2585.533,download,0,1912.58,239685,200.55,Profile 235 kbps
2587.576,download,0,2042.75,190998,200.51,Profile 235 kbps
2589.466,download,0,1890.98,267062,200.62,Profile 235 kbps
2591.409,download,0,1942.78,282338,200.67,Profile 235 kbps
2593.261,download,0,1851.39,203907,200.82,Profile 235 kbps
2595.343,download,0,2081.84,228440,200.74,Profile 235 kbps
2597.143,download,0,1800.80,306073,200.94,Profile 235 kbps
2599.032,download,0,1888.48,237749,201.05,Profile 235 kbps
2600.979,download,0,1947.43,275954,201.10,Profile 235 kbps
2602.771,download,0,1791.90,255273,201.31,Profile 235 kbps
2604.661,download,0,1890.05,293656,201.42,Profile 235 kbps
2606.359,download,0,1698.21,303180,201.72,Profile 235 kbps
2608.203,download,0,1843.58,302949,201.88,Profile 235 kbps
2610.100,download,0,1896.60,206323,201.98,Profile 235 kbps
2611.929,download,0,1829.07,284301,202.15,Profile 235 kbps
2613.706,download,0,1777.01,216999,202.38,Profile 235 kbps
2615.609,download,0,1903.43,226950,202.47,Profile 235 kbps
2617.592,download,0,1982.53,267129,202.49,Profile 235 kbps
2619.593,download,0,2001.65,242372,202.49,Profile 235 kbps
2621.419,download,0,1825.36,298264,202.66,Profile 235 kbps
2623.394,download,0,1975.78,264297,202.69,Profile 235 kbps
2625.208,download,0,1813.98,224126,202.87,Profile 235 kbps
2626.992,download,0,1783.34,254605,203.09,Profile 235 kbps
2628.839,download,0,1847.36,236199,203.24,Profile 235 kbps
2630.766,download,0,1927.44,211269,203.32,Profile 235 kbps
2632.890,download,0,2123.41,231699,203.19,Profile 235 kbps
2634.691,download,0,1801.28,282271,203.39,Profile 235 kbps
2636.327,download,0,1636.20,325954,203.76,Profile 235 kbps
2638.259,download,0,1931.28,251712,203.82,Profile 235 kbps
2640.006,download,0,1747.40,231201,204.08,Profile 235 kbps
2641.858,download,0,1851.95,237696,204.23,Profile 235 kbps
2643.712,download,0,1854.24,301553,204.37,Profile 235 kbps
2645.285,download,0,1573.12,314235,204.80,Profile 235 kbps
2647.140,download,0,1854.37,238843,204.94,Profile 235 kbps
2649.063,download,0,1923.01,252079,205.02,Profile 235 kbps
2651.009,download,0,1946.40,240107,205.07,Profile 235 kbps
2652.873,download,0,1863.91,260227,205.21,Profile 235 kbps
2654.638,download,0,1765.22,221385,205.44,Profile 235 kbps
2656.496,download,0,1857.31,255083,205.59,Profile 235 kbps
2658.310,download,0,1814.23,252043,205.77,Profile 235 kbps
2660.232,download,0,1921.97,222555,205.85,Profile 235 kbps
2661.946,download,0,1714.00,283047,206.14,Profile 235 kbps
2663.880,download,0,1934.64,271124,206.20,Profile 235 kbps
2665.700,download,0,1819.19,264394,206.38,Profile 235 kbps
2667.652,download,0,1952.85,264766,206.43,Profile 235 kbps
2669.518,download,0,1865.33,276399,206.57,Profile 235 kbps
2671.287,download,0,1769.28,260323,206.80,Profile 235 kbps
2673.103,download,0,1815.98,247483,206.98,Profile 235 kbps
2675.038,download,0,1934.56,217438,207.05,Profile 235 kbps
2676.911,download,0,1873.40,225315,207.17,Profile 235 kbps
2678.649,download,0,1737.94,296259,207.43,Profile 235 kbps
2680.602,download,0,1953.10,237076,207.48,Profile 235 kbps
2682.523,download,0,1920.45,261159,207.56,Profile 235 kbps
2684.252,download,0,1729.90,273903,207.83,Profile 235 kbps
2686.094,download,0,1841.30,290677,207.99,Profile 235 kbps
2687.870,download,0,1776.49,262446,208.21,Profile 235 kbps
2689.805,download,0,1934.76,202510,208.28,Profile 235 kbps
2691.704,download,0,1898.81,219452,208.38,Profile 235 kbps
2693.520,download,0,1816.70,209620,208.56,Profile 235 kbps
2695.456,download,0,1935.41,215619,208.63,Profile 235 kbps
2697.367,download,0,1911.05,238651,208.72,Profile 235 kbps
2699.050,download,0,1683.12,262347,209.03,Profile 235 kbps
